Comment,gender_of_sport,sexism,racism,violence,appearance,ability,has_hate,hate_type_count,primary_hate_type,Video Popularity,Comment Popularity,club,club_region,language,channel_structure,commenter_gender
Bonjour depui 🇭🇹🇭🇹🇭🇹 woaw 🎉🎉🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
J'espère que OL va rencontrer Chelsea !!!!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Bravo l'ol ❤❤❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Possible retour en équipe de France ??,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
👌👌👌👌,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Good job 🔥🔥🔥🔥🔥 Lyon,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Good job Lyon,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Allez l’OL ❤️💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
We love you :),Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Allez OL 🇭🇹🇭🇹🇭🇹,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Luv ya Wendy 💪,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
👌,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Bien Name o klm rek. DIEU EST AU CONTROLE. MA SHA ALLAH,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
a la fin il vient carrément sur le terrain,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
🔴🔵🦁✨👏🫡,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"Aller ! On peut le faire ! Si on gagne demain contre Martigues, on est en ligue 1. 💙 Paris FC 💙",Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
👏👏👏,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Forza Azzurre 💖,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
La sortie d'Eugénie aurait méritée d'être dans le résumé...,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Παναγία μου ΤΙ ΜΟΥΝΙ ΕΙΝΑΙ ΑΥΤΟΟΟΟ!!!!!!!!!!,Unknown,True,False,True,False,False,True,2,Sexism,2,0,Unknown,Unknown,unknown,Unknown,Female
Je suis morte elles sont pommé à la fin 🤣🤣🤣,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Liebe Merle, 

ich freue mich zwar, dass du hier wieder mit so viel Elan bei der Sache bist, 
aber so möchte ich dich am liebsten nicht nur beim VfL in Aktion sehen, 
sondern auch im Trikot der Nationalelf.

Natürlich, wir Fans können nicht immer alle Hintergründe kennen.
Wir wissen nicht, was Horst Hrubesch zu dir gesagt hat. Oder Michael Fuchs. Oder Christian Wück. Oder wer auch immer.
Wir wissen auch nicht, wie du selber deine Leistungen der vergangenen Monate betrachtet hast, 
oder wie sehr dir die Situation  im Olympia-Kader zu schaffen gemacht hat.

Aber ein paar Sachen möchte ich dir gerne sagen:

Ich und auch viele andere Fans, wir fanden deine Leistungen besser, als sie von manchen Leuten dargestellt worden sind.
Und Fehler gehören immer dazu, bei jedem einzelnen Torhüter auf der Welt.
Auch Leistungsschwankungen sind im Spitzensport ganz normal.
Niemand kann jeden Tag in Bestform sein.

Du bist Deutschlands beste Torhüterin, und ich denke, dass das auf absehbare Zeit so bleiben wird.
Auch wenn Anne für ihre gehaltenen Elfmeter mit dem Nobelpreis geehrt wird, den großen UEFA-Verdienstorden am Bande erhält, den Bravo-Otto in Gold überreicht bekommt und in den britischen Adelsstand erhoben wird - 
die besten Fähigkeiten unter Deutschlands  Torhüterinnen besitzt - von der Formkurve der kommenden Monate mal abgesehen - nach wie vor du.

In einem Konkurrenzkampf um die Nr. 1 im deutschen Tor hast du alle Trümpfe in der Hand, und ich bin überzeugt, dass es nur eine Frage der Zeit ist, bis du deinen Stammplatz wieder erkämpft haben wirst - wenn du nur willst.

Du hast viele gute Freundinnen im Nationalteam, die dich sehr mögen, denen du wichtig bist und die sehr gerne mit dir zusammen den Weg weitergehen würden. Du hättest alle Möglichkeiten, dich in diesem Kader wohl zu fühlen.
You'll never walk alone, heißt es doch immer.

Und dann sind da noch wir Fans.
Du weißt ja, dass du bei uns außerordentlich beliebt bist, schon seit geraumer Zeit.
In den kommenden Jahren warten tolle Länderspiel-Turniere, in der Schweiz, in Brasilien und in Kalifornien.

Anne wird vermutlich nicht mehr lange spielen, ihr Engagement in New York ist wohl ihr letzter großer Vertrag.
Stina, Ena und Mala sind noch nicht so weit. 
Im DFB-Trainerstab wissen sie, dass sie im Endeffekt auf dich setzen müssen, Merle.
Es spricht doch so vieles dafür, weiterhin für Deutschland zu spielen.

Willst du es dir nicht nochmal überlegen?
Du wärest nicht die erste Spitzensportlerin, die ein Comeback wagt. 

Deutschland braucht dich.

So. Morgen bist du erstmal im Stadion auf dem Wurfplatz in Berlin.
Ich auch. Bis dann!

Alles Gute
Nilas",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Je te revois encore nous mettre la misère sur le stade a Brienne 😅,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
I am a Vietnamese and i like Woflsburg,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🔵⚪🔵⚪🔵⚪💪🔥🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
🐺🌙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Alles in allem war es schon etwas unglücklich 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Einfach schön und traurig das zu sehen💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Bravo 👏👏👏 tj s OL Lyon et merçi tjr a melchie Daellee Dumoney 🌪️🌨️🇭🇹🇭🇹🇭🇹🇭🇹📖📖📖 nous taimons beacoup melchie 👑👑👑👑🙏,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Il faut la victoire à Martigues pour disputer le dernier match l'esprit libéré à Charléty et pouvoir faire la fête.,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Bienvenue à Paris. J'espère que vous y serez heureuse,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"C'est dur de ne pas s'enflammer, heureusement que l'entraîneur a bien la tête sur les épaules. 
Allez le PFC !",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Un résumé de l OL. Beau et désespérant.,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Alman Ziel,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Chouette apparition d'une ancienne pas si ancienne !,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🔥👏👏,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
☝🏻🇹🇷🐺🫡,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Trotzdem mal wieder Mentalität gezeigt!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Stark haha💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Fonseca n'a rien à envier à Sage sur ce qu'on lui reprochait en étant un pisse froid dans les grands matchs. Textor l'aurait viré de suite après ce match ça ne m'aurait pas dérangé, c'est une faute professionnelle impardonnable pour moi qui montre que Fonseca n'est pas un grand entraineur mais un entraineur de niveau moyen.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Merci Perri,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Wirklich geiles Team 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Paris FC faite nous gouter à la ligue 1 lannée pro, tous les ans c'est les baragges sans y parvenir",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Sehr stark!
Und der Laufstil von unserem 9er Alex erinnert ein bisschen an Haaland ;)",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Grand match de notre Monsieur DICKO préféré.,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Ich finde sie klasse 🐺💚😱,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
En fait on se serait bien passé de t'entendre tellement cette défaite elle est à cause de toi,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🐺🌙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Road to ligue 1! Et on reste à Charlety, c'est Notre stade!!!",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Excellente recrue pour le PFC. Bienvenue à elle,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Hoffe auf einen gesunden Konkurrenzkampf im Kasten💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Bei der Stelle mit dem Oreo ist die Sympathie verloren gegangen und dann noch Toffee auf die eins das kann ich nicht verstehen aber ich muss es akzeptieren 😂,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Arbeitsverweigerung,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Kovac Nr.1 ....Der perfekte Mann für WOB❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Immer Wolfsburger 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
awosome 🔥🔥🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
On vous a bz🤫🤣💙🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Faite pas les idiot 😑,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Super PERRI,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
So ein chilliger Typ💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😊,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
vous n'avez vraiment a rougir de votre élimination car vous avez tout donner jusqu'à la fin merci a vous bravos a tous,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
ciao l'Europe,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Wir werden dich hier echt vermissen 😢,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Bravo ! 😀,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
"Herzlichen Glückwunsch 20 Jahre 💚
Geile Aktion von Arnold 🔥",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"So wichtig dass man Zesi und Jenz im Winter verliehen hat, zahlt sich super aus!!",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Auf geht's Männer! 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Endlich wieder Heimspiel 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🐺💚🤍💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Vivi, mein Girl❤",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Il va falloir travailler dur 😶 Déçu 😞  mais il ne faut rien lâcher pour repartir plus fort 💪🏽,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Haben die marode Hasenhüttl abgerissen! 💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🇹🇷❤️🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Pourvu qu’il reste encore cette saison,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Kevin Behrens bester Mann,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
On espère avoir beaucoup de monde dans les tribunes pour (peut-être) le dernier match à domicile vendredi soir. L'ambiance en tribunes va être énorme !,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
💙🤍❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Auch mal die Teams verwechseln  bei 4:00,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Einmal Wolfsburg immer Wolfsburg 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Zu hause dieses Jahr noch ungeschlagen hört sich wie eine Heimmacht an, die Wahrheit ist aber das wir erst ein Spiel gewonnen haben🙃🙃",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Holt euch den Pokal 🏆 🐺💚 freu mich megaaa  im Stadion dabei zu sein 😍💚,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Auf geht’s Wolfsburg kämpfen und Siegen!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Die gute Spielform mitnehmen und die drei Punkte nach Wolfsburg bringen!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🇹🇷❤️🐺🌙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Poppi❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
good vibes💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Geil. Ich mag dieses Format… grandios.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Marius Müller so ein unfassbar sympathischer Mensch, hoffe er bekommt nochmal seine Chance auch wenn Kamil fit ist",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🤍💚✅,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
La ligue 1 va être dur je pense.....,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
💛💖💛💚 💛💛💖💛💚❤️💛💛🤍💛,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Bienvenue au Paris FC 👍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
kadi ❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Auf ein erfolgreiches Wochenende! 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Willkommen in Wolfsburg 💚🤍🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
☝🏻🇹🇷🐺🫡,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Hola, Ari!",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Il y’a eu un bug à la fin ?,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
🔵paris fc,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Hoffentlich bleibt er,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Le derby francilien commencera bientôt la saison prochaine.,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"❤💕❤ rien d'autre à dire. Bonne continuation, sois heureuse et profites.",Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"Bravo au PFC qui après une très belle saison en LDC l'année dernière continue à progresser encore cette année avec une coupe de France à la clé. Quant à Célina ça fait un bon moment qu'elle mérite sa place chez les Bleues : contrôle du ballon, intelligence du jeu, investissement, qualité des passes : tout y est.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Y’avait tout simplement pas à faire tourner l’effectif. Tu gagnes ce match tu te retrouves 3ème donc autant mettre toutes les chances de ton côté,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"le PSG avec les yeux sur la CL n'est-il pas en train de fausser le championnat ? défaite contre Nice et Strasbourg, 2 prétendants au top 4 🤠",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Sehr gutes Spiel, hat Spaß gemacht zu zusehen. Gerne wieder! Svenni - 100mal für die Wölfinnen!!🎉",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Je change de club préféré je prend PFC,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Vous pensez ils ont refait le gâteau plein de fois ou c’est le même à chaque fois ou ils ont reallumer les bougies ?,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Joueur à la super mentalité. J'avoue que j'ai un peu douté en voyant ses premières titularisations mais il est clairement monté en puissance depuis. Allez Paris !,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🔵⚪,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Go PFC ! il faut capitaliser sur les deux derniers matchs, il y a de l'envie, et il nous faut cela ! Objectif League 1 ne pas oublier !!!!!",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
L ol !❤❤❤❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Junge ey. Wer schneidet diese Videos?,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Traum wäre wenn er nochmal für eine oder zwei Saisons bei uns Spielt🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Weiter so Männer!🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Das schlechteste Spiel vom VFL seit Jahren… Dauerkarte seit 1997…,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"First, allez les gars, la saisons prochaine, objectif ligue 1!",Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Bitte mehr davon,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😊💚🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
nur der vfl,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Bien dit name ! T'es le meilleur 🔵,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Hoffentlich kommt Dzeko wieder😢,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"C'est ça que j'adore chez René Girard, on est leader avec 7 pts d'avance mais malgré ça il calme tout le monde comme si qu'on était en milieu de tableau pour pas que les joueurs s'enflamment. Et c'est cette attitude qui nous permet de prolonger cette belle série contrairement à certains qui auraient déjà chuter",Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Geile Einblicke!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
On sera à Charlety ! 🫡,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Youngstar Duo 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Toute confiance dans le Paris FC ! 😀❤👌👌👌,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Maschinen 🐺🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Einmal Wolfsburg immer Wolfsburg!!! 💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
😍💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Exceptionnel !
Un exploit historique de sortir l'une des meilleurs équipes du monde",Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
sympa le 2e club parisien 😍,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Nowak im herzen😢😢😢😢❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"La coach a des petits yeux. A l'air fatiguée, il lui faut des vacances et un café en urgence la",Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Jule i ❤ u,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Alles Gute,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
VfL Dauerkarte wird abgegeben! Einfach nur noch Peinlich.. da muss endlich mal was passieren! Nicht nur Trainer entlassen und neue Spieler ausleihen! Wacht endlich auf sonst könnt Ihr das Stadion abbauen weil keiner mehr Dauerkarten kauft!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
😪😪😪😪😪😪😪😪😪💚🤍🐺💚🤍🐺💚🤍🐺💚🤍🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Sehr schöne Sache vom Verein💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Banza sbc bei Vfl,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
On joue toujours une mi temps!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Le front Zeubi elle a mangé le synthétique,Unknown,False,False,False,True,True,True,2,Appearance,1,1,Unknown,Unknown,unknown,Unknown,Female
💚🤍💪🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Kampf und Herz gezeigt 💚🤍 endlich auch mal verdient belohnt,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Verstehe nicht warum sie keine stammspielerin ist... naja sowieso im falschen Verein... sie ist überall besser aufgehoben als in dieser grünen hölle... hoffe dass sie auch gehen wird... Oberdorf hat ja schon gott sei dank das einzig richtige getan...,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Auf geht’s Wolfsburg kämpfen und siegen!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
3.1 Wolfsburg,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Sooo geil 😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Unsere  Nummer 10 der Herzen ❤️ Krzysztof Nowak ❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"κουλιερακη ζουμε,στα ασπρομαυρα κ στην παοκαρα μας να σε ξαναδουμε",Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
عشق تمام آرسنالی های دنیا❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Minjae ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
„Wir sind in Wolfsburg“.. und sich dann über schlechte Stimmung ihm gegenüber wundern. 👍🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Arbeit Fußball Leidenschaft!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
