Comment,Video Popularity,Comment Popularity,gender_of_sport,club_region,language,sexism,racism,violence,appearance,ability,non_offensive,has_hate,hate_type_count
"Exceptionnel !
Un exploit historique de sortir l'une des meilleurs équipes du monde",2,2,Female,France,fr,False,False,False,False,False,True,False,0
sympa le 2e club parisien 😍,1,0,Female,France,fr,False,False,False,False,False,True,False,0
Nowak im herzen😢😢😢😢❤❤❤❤,0,2,Male,Germany,pl,False,False,False,False,False,True,False,0
"La coach a des petits yeux. A l'air fatiguée, il lui faut des vacances et un café en urgence la",0,0,Male,France,fr,False,False,False,False,False,True,False,0
Jule i ❤ u,0,1,Female,Germany,ca,False,False,False,False,False,True,False,0
Alles Gute,0,1,Male,Germany,fr,False,False,False,False,False,True,False,0
VfL Dauerkarte wird abgegeben! Einfach nur noch Peinlich.. da muss endlich mal was passieren! Nicht nur Trainer entlassen und neue Spieler ausleihen! Wacht endlich auf sonst könnt Ihr das Stadion abbauen weil keiner mehr Dauerkarten kauft!!!!,0,1,Male,Germany,de,False,False,False,False,False,True,False,0
🐺,0,2,Female,Germany,unknown,False,False,False,False,False,True,False,0
😪😪😪😪😪😪😪😪😪💚🤍🐺💚🤍🐺💚🤍🐺💚🤍🐺,0,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
Sehr schöne Sache vom Verein💚🤍,0,2,Female,Germany,de,False,False,False,False,False,True,False,0
Banza sbc bei Vfl,0,1,Male,Germany,de,False,False,False,False,False,True,False,0
On joue toujours une mi temps!,0,2,Male,France,fr,False,False,False,False,False,True,False,0
🐺,0,2,Female,Germany,unknown,False,False,False,False,False,True,False,0
Le front Zeubi elle a mangé le synthétique,1,1,Female,France,fr,False,False,False,True,True,False,True,2
💚🤍💪🏻,0,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
Kampf und Herz gezeigt 💚🤍 endlich auch mal verdient belohnt,1,2,Male,Germany,de,False,False,False,False,False,True,False,0
Verstehe nicht warum sie keine stammspielerin ist... naja sowieso im falschen Verein... sie ist überall besser aufgehoben als in dieser grünen hölle... hoffe dass sie auch gehen wird... Oberdorf hat ja schon gott sei dank das einzig richtige getan...,2,2,Male,Germany,de,False,False,False,False,False,True,False,0
Auf geht’s Wolfsburg kämpfen und siegen!💚🤍,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
3.1 Wolfsburg,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
Sooo geil 😂,0,1,Male,Germany,so,False,False,False,False,False,True,False,0
Unsere  Nummer 10 der Herzen ❤️ Krzysztof Nowak ❤❤,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
"κουλιερακη ζουμε,στα ασπρομαυρα κ στην παοκαρα μας να σε ξαναδουμε",2,2,Male,Germany,el,False,False,False,False,False,True,False,0
عشق تمام آرسنالی های دنیا❤,0,2,Male,England,fa,False,False,False,False,False,True,False,0
Minjae ❤,0,2,Male,Germany,hr,False,False,False,False,False,True,False,0
„Wir sind in Wolfsburg“.. und sich dann über schlechte Stimmung ihm gegenüber wundern. 👍🏻,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
Arbeit Fußball Leidenschaft!💚🤍,1,2,Male,Germany,de,False,False,False,False,False,True,False,0
Ten Hag light,0,0,Male,Germany,da,False,False,False,False,False,True,False,0
Reidriguinho nada menos que isto.,0,2,Male,Latin America,pt,False,False,False,False,False,True,False,0
Bitte verkauft tel nicht🙏,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
Super Video mit den zwei Manu Serge♥️🤍,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
good win boys,0,2,Male,England,so,False,False,False,False,False,True,False,0
Guter Typ erstmal 🐺,0,1,Male,Germany,no,False,False,False,False,False,True,False,0
Wolfsburg gewinnen,1,2,Male,Germany,af,False,False,False,False,False,True,False,0
Kovac wird entlassen,2,2,Male,Germany,de,False,False,False,False,False,True,False,0
"Für mich ist die schönste Auswärtsfahrt bei euch gewesen. Vermutlich auch, wegen Auswärtssieg für meine SGE",0,0,Male,Germany,de,False,False,False,False,False,True,False,0
Obi aufzuhalten ist nicht so einfach,1,2,Male,Germany,de,False,False,False,False,False,True,False,0
Der Lappen hat nie für uns gespielt und hat sich verpisst. Und dafür bekommt er ein Video? Was für Leute sitzen eigentlich in  der Social Media Abteilung?,0,0,Male,Germany,de,False,False,True,False,False,False,True,1
축하해♥,0,1,Male,Germany,ko,False,False,False,False,False,True,False,0
"Nul , nul ptdrrr",0,0,Male,France,ro,False,False,False,False,False,True,False,0
토트넘 축하해🎉  쏘니 ㅠㅠㅠㅠㅠ,2,2,Male,England,ko,False,False,False,False,False,True,False,0
❤️ olise,2,2,Male,Germany,et,False,False,False,False,False,True,False,0
We are winning another European title GGMU,0,2,Male,England,en,False,False,False,False,False,True,False,0
Traigan a javairo ❤❤❤,0,2,Male,Latin America,lt,False,False,False,False,False,True,False,0
เอราวัณ เอราวัณ เอราวัณ ..,1,0,Male,France,th,False,False,False,False,False,True,False,0
"Wenn unser Jamal nicht wäre. Aber wieder sehr gute Verteidigung. Aber heute auch wie gegen Benfica, die Offensive lässt noch sehr viele Wünsche übrig. Ich hoffe nur, dass dem Sane & Co. klar ist, dass man gegen die Schwergewichte in der CL die Chancen reinmachen muss, um zu gewinnen.",0,2,Male,Germany,de,False,False,False,False,False,True,False,0
big up danny aarons,0,2,Male,England,tl,False,False,False,False,False,True,False,0
Vinny und Max top gerne langfristig,0,1,Male,Germany,no,False,False,False,False,False,True,False,0
Always with OL from DK 🇩🇰🇫🇷,0,2,Male,France,en,False,False,False,False,False,True,False,0
قلوووري قلوووري مان يونايتد ❤🤍,0,2,Male,England,ar,False,False,False,False,False,True,False,0
5 -4,0,2,Male,France,unknown,False,False,False,False,False,True,False,0
Vamos Bomba 💣🦅❤️💙💛,0,2,Male,Latin America,lt,False,False,False,False,False,True,False,0
4:1😂😂😂😂😂,0,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
Muller2026,1,1,Male,Germany,no,False,False,False,False,False,True,False,0
Dahm were getting trailers for matches now Sheesh COYS,0,2,Male,England,en,False,False,False,False,False,True,False,0
이거 보고 변비 나았다,1,2,Male,England,ko,False,False,False,False,False,True,False,0
Q guapo,0,2,Male,Latin America,tl,False,False,False,False,False,True,False,0
"Jamais vécu une ambiance pareil à Gerland, la folie.",0,2,Male,France,fr,False,False,False,False,False,True,False,0
"Suuuper nervig eure Werbung im Hintergrund. Dafür solltet ihr euch schämen, das reicht langsam!",0,2,Male,Germany,de,False,False,False,False,False,True,False,0
Herzliches Willkommen! Mia San Mia! ❤🤍,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
❤💙,0,0,Male,France,unknown,False,False,False,False,False,True,False,0
Le Rayan Harki 😊,1,0,Male,France,id,False,False,False,False,False,True,False,0
fc bayern munchen ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,0,0,Male,Germany,unknown,False,False,False,False,False,True,False,0
on t’aime Mata ❤️💙,0,2,Male,France,fi,False,False,False,False,False,True,False,0
👏👏👏👏👏👏👏,0,2,Male,England,unknown,False,False,False,False,False,True,False,0
The goat 🐐🐐🐐🐐🐐🧠🧠🧠🧠🧠🧠🧠🔝🔝🔝🔝🔝🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪KIMMICH,0,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
Sonny🤍💙,2,2,Male,England,fi,False,False,False,False,False,True,False,0
"ソニー、最高のキャプテン。
本当にスパーズを長年支えてくれてありがとう。スパーズと一緒に彼が報われて嬉しい。",2,2,Male,England,ja,False,False,False,False,False,True,False,0
"Solanke is my favourite player in Tottenham Hotspur now, I'm glad that we got him. 😎 Awesome",0,2,Male,England,en,False,False,False,False,False,True,False,0
Pure magic ✨,0,2,Male,England,ro,False,False,False,False,False,True,False,0
Kevin,0,2,Male,Latin America,fi,False,False,False,False,False,True,False,0
"감독님   수고 하셨습니다  .,.,축하 드립니다!❤",0,2,Male,England,ko,False,False,False,False,False,True,False,0
Шахтар ❤,2,1,Male,Germany,uk,False,False,False,False,False,True,False,0
Bester Verein 💝Gruss aus Zürich 🇨🇭,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
Mikautadze!!!,1,2,Male,France,lv,False,False,False,False,False,True,False,0
"Wenn Kane mal nicht funktioniert, braucht es neue Ideen und mehr Bewegung vorne. Bitte ändern. Sonst wird es morgen schwer.",0,2,Male,Germany,de,False,False,False,False,False,True,False,0
Daniel spricht sehr gut deutsch. Bravo weiter so. ❤,0,2,Male,Germany,de,False,False,False,False,False,True,False,0
❤Mia San XMAS,0,1,Male,Germany,id,False,False,False,False,False,True,False,0
Mia San mia 🎉❤❤,0,2,Male,Germany,id,False,False,False,False,False,True,False,0
🔥🔥🔥,0,2,Male,England,unknown,False,False,False,False,False,True,False,0
Stunning Striker ❤️,0,2,Male,Germany,no,False,False,False,False,False,True,False,0
제발 한번만 해보자!!!!!,0,2,Male,England,ko,False,False,False,False,False,True,False,0
muller at last😂😂,0,2,Male,Germany,da,False,False,False,False,False,True,False,0
Té amo mucho 😊,0,2,Male,Germany,cs,False,False,False,False,False,True,False,0
Saya memang tidak terlalu bisa bahasa Jerman namun saya tetap menonton video ini. Semoga Bayern Munich menang atas Union Berlin dan juga memenangkan Bundesliga.,0,2,Male,Germany,id,False,False,False,False,False,True,False,0
Sonny❤,0,2,Male,England,fi,False,False,False,False,False,True,False,0
ㅎㅎㅎㅎㅎㅎㅎ😂,0,2,Male,England,unknown,False,False,False,False,False,True,False,0
Goatkeeper❤,0,2,Male,Germany,nl,False,False,False,False,False,True,False,0
🎉🎉🎉🎉🎉🎉🎉❤🎉🎉🎉🎉🎉🎉🎉,0,2,Male,England,unknown,False,False,False,False,False,True,False,0
Ja Mia~San~Mia ❤🤍,0,2,Male,Germany,sw,False,False,False,False,False,True,False,0
Légende Lacazette ❤️💙,1,2,Male,France,hu,False,False,False,False,False,True,False,0
ㅋㅋ,1,2,Male,England,unknown,False,False,False,False,False,True,False,0
Primero,0,2,Male,Latin America,sq,False,False,False,False,False,True,False,0
Forza SGE❤️,0,2,Male,Germany,pl,False,False,False,False,False,True,False,0
"Der Typ lebt seit 6 Jahren in Deutschland und ist gerade mal 24, aber kann keine einzige Frage auf Deutsch beantworten…",0,2,Male,Germany,de,False,True,False,False,False,False,True,1
He kept his promise,1,2,Male,England,et,False,False,False,False,False,True,False,0
Sonny!!!❤❤❤🎉🎉🎉,1,2,Male,England,cy,False,False,False,False,False,True,False,0
HARKI,1,2,Male,France,vi,False,True,False,False,False,False,True,1
kakkaka f Vasco mesmo o Juiz roubado á gente ganha rs.,0,1,Male,Latin America,pt,False,False,False,False,False,True,False,0
King Kai 🎯🔥,2,2,Female,England,id,False,False,False,False,False,True,False,0
Sell havertz,0,1,Male,England,no,False,False,False,False,False,True,False,0
👉😤👈🦅🖤🏳️,0,1,Male,Latin America,unknown,False,False,False,False,False,True,False,0
"Memphis ouvindo suas próprias músicas, pq não entende nada das nossas 😂😂😂",2,0,Male,Latin America,pt,False,False,False,False,False,True,False,0
Чемпионы.. Однозначно,2,1,Female,England,ru,False,False,False,False,False,True,False,0
Vaaaiii Corinthianssss,2,1,Male,Latin America,fi,False,False,False,False,False,True,False,0
Class girls 👋,0,1,Female,England,ca,False,False,False,False,False,True,False,0
Kiwior MOTM 👏,2,1,Male,England,sw,False,False,False,False,False,True,False,0
Brentford,1,1,Male,England,no,False,False,False,False,False,True,False,0
Coisa linda,2,1,Male,Latin America,tl,False,False,False,False,False,True,False,0
Mais videos assim,2,0,Male,Latin America,et,False,False,False,False,False,True,False,0
Oloko 🦅,2,1,Female,Latin America,sl,False,False,False,False,False,True,False,0
Memphis tem muito visão de jogo e inteligente taticamente.,2,2,Female,Latin America,pt,False,False,False,False,False,True,False,0
🦅🖤🤍🦅,2,1,Male,Latin America,unknown,False,False,False,False,False,True,False,0
Vamosssss,0,0,Male,Latin America,fi,False,False,False,False,False,True,False,0
Vamo meu lateral 💪🏻,0,2,Male,Latin America,ca,False,False,False,False,False,True,False,0
Cinemaaa,2,0,Female,Latin America,et,False,False,False,False,False,True,False,0
🙌,0,2,Female,England,unknown,False,False,False,False,False,True,False,0
"Se o Corinthians fosse um time sério e querer brigar por títulos, esses dois não era nem pra está no clube.",0,2,Male,Latin America,pt,False,False,False,False,False,True,False,0
Pra cima Dorival jr🦅,0,0,Male,Latin America,hr,False,False,False,False,False,True,False,0
1syde 🐊,0,1,Male,England,da,False,False,False,False,False,True,False,0
Vai me curinga quebra tudo,0,1,Male,Latin America,ca,False,False,False,False,False,True,False,0
"Ray surtandoo kkkkkkkkkkkkkkkk 
Noah mereceu mt❤",0,1,Male,Latin America,fi,False,False,False,False,False,True,False,0
Top demais🎉🎉🎉,0,2,Female,Latin America,pt,False,False,False,False,False,True,False,0
"Se tiver alguém que faça a bola chegar no Memphis, ela fará muitos gols.",0,1,Male,Latin America,pt,False,False,False,False,False,True,False,0
Chupaaa ney no santosss,0,2,Male,Latin America,tl,False,False,True,False,False,False,True,1
Babygood🤞🤞,0,1,Male,England,so,False,False,False,False,False,True,False,0
💔💔💔💔💔,2,0,Male,England,unknown,False,False,False,False,False,True,False,0
Dancin Queen..Abba❤,2,1,Female,England,nl,False,False,False,False,False,True,False,0
💪💪💪,2,1,Female,England,unknown,False,False,False,False,False,True,False,0
Big up your status!!!!,1,1,Male,England,id,False,False,False,False,False,True,False,0
CORINTHIANS 4 X 2 DVD,2,1,Male,Latin America,so,False,False,False,False,False,False,False,0
Blackstenius missed reminds me about king Kai,0,0,Female,England,et,False,False,False,False,False,True,False,0
🇩🇿💚💚💚💚,0,1,Female,Germany,unknown,False,False,False,False,False,True,False,0
Felix X Palmer 🥶,2,1,Female,England,ca,False,False,False,False,False,True,False,0
ENZO GOAL 👍,0,1,Male,England,ca,False,False,False,False,False,True,False,0
💙💙💙💙💙,0,1,Male,England,unknown,False,False,False,False,False,True,False,0
"Good job guys. Love u guys, ALWAYS",2,2,Female,England,hr,False,False,False,False,False,True,False,0
Up da Chels,2,0,Female,England,ca,False,False,False,False,False,True,False,0
اول,0,0,Female,England,ur,False,False,False,False,False,True,False,0
Letssssss Gooooooooooo,0,1,Female,England,et,False,False,False,False,False,True,False,0
YES FRIDA <3,0,2,Female,England,cy,False,False,False,False,False,True,False,0
Gunners forever 🏆🎯,0,0,Male,England,no,False,False,False,False,False,True,False,0
💜💜💜💜,0,1,Male,England,unknown,False,False,False,False,False,True,False,0
🤩,1,0,Female,England,unknown,False,False,False,False,False,True,False,0
Theooooooooo sign da ting,0,0,Male,England,so,False,False,False,False,False,True,False,0
Aqui é Corinthians! Respeita 🖤🤍,2,1,Female,Latin America,ca,False,False,False,False,False,True,False,0
Volta família Diaz!!!,0,1,Female,Latin America,ca,False,False,False,False,False,True,False,0
Ну хотя бы девочки выиграли молодцы,2,0,Female,England,ru,False,False,False,False,False,True,False,0
❤ മിടുക്കിക്കുട്ടികൾ,0,0,Female,England,ml,False,False,False,False,False,True,False,0
Lavia next Mikel,0,1,Male,England,sk,False,False,False,False,False,True,False,0
Topp !,2,1,Male,Germany,no,False,False,False,False,False,True,False,0
Gunners 💪💪,0,1,Male,England,no,False,False,False,False,False,True,False,0
COYG ❤,0,1,Female,England,cy,False,False,False,False,False,True,False,0
420th like lesgooo,0,0,Male,England,af,False,False,False,False,False,True,False,0
lieb sie so 💚🤍 vermiss sie total,2,1,Male,Germany,af,False,False,False,False,False,True,False,0
Красава девчонки!,2,1,Female,England,mk,False,False,False,False,False,True,False,0
"After odegaard, artetas best signing. A top CB.",2,0,Male,England,af,False,False,False,False,False,True,False,0
最开心的几天,2,0,Male,England,zh-cn,False,False,False,False,False,True,False,0
フィールドで散々やり合ったケリーとマッケイブが談笑しながら歩いているシーンは感慨深い,0,2,Female,England,ja,False,False,False,False,False,True,False,0
Dorival vai ter que fazer milagre pra salvar o corinthians 😢,2,1,Male,Latin America,ca,False,False,False,False,False,True,False,0
Simvel🎉,0,1,Male,England,sl,False,False,False,False,False,True,False,0
😊😊😊❤🎉,0,0,Female,England,unknown,False,False,False,False,False,True,False,0
Raya отличный вратарь!!! 💪🤟,1,1,Male,England,ru,False,False,False,False,False,True,False,0
®️❤️😂,0,1,Female,Germany,unknown,False,False,False,False,False,True,False,0
"左端の人は誰ですか？
試合に出ていないので忘れました😂😂",1,1,Male,England,ja,False,False,False,False,False,True,False,0
Poppiiii❤mega Tore ❤,2,1,Male,Germany,et,False,False,False,False,False,True,False,0
Suiii❤,0,1,Female,England,fi,False,False,False,False,False,True,False,0
Parabéns vic Albuquerque 👏🏻👏🏻👏🏻👏🏻🎉🎉🎉🎉🎉,0,0,Female,Latin America,ca,False,False,False,False,False,True,False,0
King Kai Positioning,2,1,Female,England,tl,False,False,False,False,False,True,False,0
Keep going Gooners Let's Go ❤,2,0,Male,England,af,False,False,False,False,False,True,False,0
"15 > 0 
                                                     ~ Not a end",2,0,Male,England,ca,False,False,False,False,False,True,False,0
😢,0,1,Female,Latin America,unknown,False,False,False,False,False,True,False,0
I like work late of sterling today,2,0,Male,England,af,False,False,False,False,False,True,False,0
COME ON!!!!! ❤,2,1,Female,England,pt,False,False,False,False,False,True,False,0
"Arteta Out
Kroenke Out",0,1,Male,England,no,False,False,False,False,False,True,False,0
❤❤,0,1,Female,England,unknown,False,False,False,False,False,True,False,0
O tanto que eu chorei assistindo!!!  Obrigada pai por compartilhar comigo o amor por esse time! E VAI CORINTHIANSSSSSSSSSS 🖤🤍,2,1,Female,Latin America,pt,False,False,False,False,False,True,False,0
ך,1,0,Male,England,he,False,False,False,False,False,True,False,0
❤🤍,0,1,Female,England,unknown,False,False,False,False,False,True,False,0
I miss Kai man 🤣😂,0,1,Female,England,fi,False,False,False,False,False,True,False,0
"acara bola,sekeren itu di luar negeri",2,0,Male,England,id,False,False,False,False,False,True,False,0
Awesome!,0,1,Female,Germany,af,False,False,False,False,False,True,False,0
🙏🙏🙏🙏🙏🙏,2,0,Female,England,unknown,False,False,False,False,False,True,False,0
Cringe af,0,1,Female,England,da,False,False,True,False,False,False,True,1
I love ❤️ Charli Grant! My fav player ever!,2,1,Female,England,no,False,False,False,False,False,True,False,0
8:03 何年も選手全員が好きで誰の背番号も選べなかったけれど、ノースロンドンダービーとこの日をもって自分が背中に刻むべき番号が決まった。,2,1,Male,England,ja,False,False,False,False,False,True,False,0
😇😇😇,2,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
Vaaai Corinthiansss 🖤🤍,1,1,Male,Latin America,fi,False,False,False,False,False,True,False,0
"Deus te abençoe Dorival 
Vai Corinthians",2,0,Male,Latin America,ca,False,False,False,False,False,True,False,0
ss,0,0,Male,Latin America,fi,False,False,False,False,False,True,False,0
Thiapa  ndaye rk,2,0,Male,England,sw,True,False,True,False,False,False,True,2
البافاريات ❤❤,0,1,Male,Germany,ar,False,False,False,False,False,True,False,0
🖤🤍,0,1,Male,Latin America,unknown,False,False,False,False,False,True,False,0
Vamoooossss 💜,0,2,Male,Latin America,et,False,False,False,False,False,True,False,0
Só bagre,0,1,Female,Latin America,hu,False,False,False,False,True,False,True,1
Brave❤️,0,0,Female,Italy,sl,False,False,False,False,False,True,False,0
Finallyyyyy Yesssiiirrrskiii 🎉 congrats Phonzy!,2,2,Male,Germany,fi,False,False,False,False,False,True,False,0
"Love this, nice to see how together the team feels :)",1,2,Female,England,en,False,False,False,False,False,True,False,0
🤍🖤🦁.,0,2,Male,Italy,unknown,False,False,False,False,False,True,False,0
توتنهام العشق ❤❤😊,2,2,Female,England,ar,False,False,False,False,False,True,False,0
❤❤❤❤❤,2,0,Male,England,unknown,False,False,False,False,False,True,False,0
ET7 🔥,2,1,Female,England,ca,False,False,False,False,False,True,False,0
فورزا نابولي دائما,2,0,Female,Italy,ur,False,False,False,False,False,True,False,0
When I saw her I shouted ‘’JACK “and my mum shouted back at me “where”,2,2,Female,England,en,False,False,False,False,False,True,False,0
Rob Daly. *Commentator GOAT.*,0,2,Male,England,en,False,False,False,False,False,True,False,0
🎉🎉🎉🎉,0,0,Female,England,unknown,False,False,False,False,False,True,False,0
"go kido, party hardy, enjoy",0,1,Female,England,pl,False,False,False,False,False,True,False,0
Buy houmjbierg and samarzic,0,0,Male,Italy,pl,False,False,False,False,False,True,False,0
0:15 ta da 😊❤ Olga,1,0,Female,England,so,False,False,False,False,False,True,False,0
Good job guys,2,1,Male,England,so,False,False,False,False,False,True,False,0
Aller ol !!!!!,0,1,Male,France,tr,False,False,False,False,False,True,False,0
💙,0,1,Male,Italy,unknown,False,False,False,False,False,True,False,0
😂😂😂😂,1,2,Female,Italy,unknown,False,False,False,False,False,True,False,0
"Dai vinciamo staseraaaaaaa!!
Forza Juve 🤍🖤💪",0,2,Male,Italy,fi,False,False,False,False,False,True,False,0
"Защита решето...могли бы еще три пропустить..эксперименты Спаллети....Ндобеле,Есус и ...не стартового состава....",2,2,Male,Italy,ru,False,False,False,False,False,True,False,0
Like a little... RAT 😂😂,2,2,Female,England,et,False,False,False,False,False,True,False,0
Danke Poppi ❤,2,2,Female,Germany,no,False,False,False,False,False,True,False,0
อยากให้พวกน้องๆ ขายเสื้อ เอาไปบำรุงประเทศครับ ขายเถอะ เซ็นชื่อด้วย ให้เด็กที่น่ารักของโลก 😂😂😂 เชียร์เพราะเราอ่อน ถึงเวลาผม ขอนะครับ❤❤❤,1,0,Male,England,th,False,False,False,False,False,True,False,0
👌👌,1,2,Male,France,unknown,False,False,False,False,False,True,False,0
quanto godooooooooooooo,1,0,Male,Italy,so,False,False,True,False,False,False,True,1
3,0,1,Female,Italy,unknown,False,False,False,False,False,True,False,0
🎉🎉🎉🎉🎉🎉,0,2,Male,England,unknown,False,False,False,False,False,True,False,0
Sen nesin bee😍⭐,2,2,Male,Italy,af,False,False,False,False,False,True,False,0
Tolle Aktion!💚🤍,0,2,Male,Germany,fi,False,False,False,False,False,True,False,0
😂,0,2,Female,Italy,unknown,False,False,False,False,False,False,False,0
Neki❤️,0,2,Female,Germany,tr,False,False,False,False,False,True,False,0
🐺🤍💚,0,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
https://youtu.be/gvGVYsCPmgU,0,0,Male,France,unknown,False,False,False,False,False,True,False,0
😂,2,0,Male,England,unknown,False,False,False,False,False,True,False,0
BYE KOULIERAKIS🤍🖤🤍🖤🤍🖤,2,2,Male,Germany,id,False,False,False,False,False,True,False,0
just... KENAN 🫶🫶🫶😍😍😍🥺🥺🥺,2,2,Male,Italy,et,False,False,False,False,False,True,False,0
Forza Juve,2,0,Male,Italy,sl,False,False,False,False,False,True,False,0
Sensational,0,2,Male,England,fi,False,False,False,False,False,True,False,0
Boys are better,2,0,Female,England,no,True,False,False,False,True,False,True,2
1,0,2,Female,Italy,unknown,False,False,False,False,False,True,False,0
Juventus🇮🇹🤍🖤,0,2,Male,Italy,lt,False,False,False,False,False,True,False,0
6 cı yorum❤,0,2,Male,Italy,tr,False,False,False,False,False,True,False,0
💚🤍 sauber Jungs,0,2,Female,Germany,id,False,False,False,False,False,True,False,0
🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,0,2,Male,Italy,unknown,False,False,False,False,False,True,False,0
💚🤍💚🤍🤍💚🤍🤍💚💚💚💚🤍🤍🤍🤍,0,1,Female,Germany,unknown,False,False,False,False,False,True,False,0
Forza Kenan🔥 💪,1,2,Female,Italy,sl,False,False,False,False,False,True,False,0
"Pls guys i,m big juve Fan 😢🎉 
Forza Juve ❤◾️⚪️",0,2,Female,Italy,sl,False,False,False,False,False,True,False,0
🇹🇷🇹🇷🇹🇷my star,0,2,Male,Italy,sk,False,False,False,False,False,False,False,0
Forza Juve,0,1,Female,Italy,sl,False,False,False,False,False,True,False,0
Forza juve,0,2,Male,Italy,sl,False,False,False,False,False,True,False,0
Danke Poppi❤️,1,2,Female,Germany,af,False,False,False,False,False,True,False,0
Draw,0,1,Male,Italy,cy,False,False,False,False,False,True,False,0
I love you mckennie,0,2,Female,Italy,sk,False,False,False,False,False,True,False,0
Kenan my star🤍🖤⭐️🇹🇷,0,2,Male,Italy,fi,False,False,False,False,False,True,False,0
🎉🤍🖤,1,2,Female,Italy,unknown,False,False,False,False,False,True,False,0
❤,0,2,Male,Italy,unknown,False,False,False,False,False,True,False,0
😢🤍🖤🇮🇹,0,2,Female,Italy,unknown,False,False,False,False,False,True,False,0
Nmecha darf bleiben,0,2,Male,Germany,cy,False,False,False,False,False,True,False,0
Camiiiiiiii❤️,0,2,Female,Germany,so,False,False,False,False,False,True,False,0
VfL wolfsburg 💚🤍⚽,0,2,Female,Germany,af,False,False,False,False,False,True,False,0
👏🏻🤍🖤🏴󠁧󠁢󠁥󠁮󠁧󠁿,0,1,Male,Italy,unknown,False,False,False,False,False,True,False,0
Amoura 🇩🇿❤️,0,2,Female,Germany,pt,False,False,False,False,False,True,False,0
Forza juve🤍🖤🗿,0,1,Female,Italy,sl,False,False,False,False,False,True,False,0
Kenan Yildiz🔥🇹🇷❤️,0,2,Male,Italy,tr,False,False,False,False,False,True,False,0
🤍🖤🇧🇷,0,2,Male,Italy,unknown,False,False,False,False,False,True,False,0
I love you  🤍JUVENTUS 🖤,2,2,Female,Italy,cs,False,False,False,False,False,True,False,0
Bravo Azdic!,1,2,Female,Italy,sl,False,False,False,False,False,True,False,0
Danke Poppi ❤,1,2,Female,Germany,af,False,False,False,False,False,True,False,0
🥳🤍🖤,0,1,Female,Italy,unknown,False,False,False,False,False,True,False,0
😢😢,1,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
JUVENTINI INDONESIA DI SINI ❤❤,0,1,Male,Italy,id,False,False,False,False,False,True,False,0
Bro plis,0,1,Female,Italy,lt,False,False,False,False,False,True,False,0
I,0,1,Female,Italy,id,False,False,False,False,False,True,False,0
Forza solo Juve,0,1,Male,Italy,sl,False,False,False,False,False,True,False,0
Danke Ewa 🐺🐺🐺,2,1,Female,Germany,af,False,False,False,False,False,True,False,0
Forza Juve ❤,0,1,Male,Italy,sl,False,False,False,False,False,True,False,0
"Как при третьем голе защитница Фиорентины прибежала, улеглась в подкате уютненько и даже вставать не хотела не то что продолжать бороться, это очень мило🤣",0,1,Female,Italy,ru,True,False,False,False,True,False,True,2
الهجوم على هذا الفريق 😅🇩🇿🇩🇿🇩🇿🇩🇿,2,2,Female,Germany,ar,False,False,False,False,True,False,True,1
Vamos Timãooooooooo...🦅🇧🇷,1,2,Male,Latin America,et,False,False,False,False,False,True,False,0
Attacke jetzt!,1,2,Female,Germany,hr,False,False,False,False,False,True,False,0
Super,2,2,Male,Germany,id,False,False,False,False,False,True,False,0
🇩🇿❤️👍🏻👍🏻👍🏻👍🏻👍🏻,2,2,Female,Germany,unknown,False,False,False,False,False,True,False,0
അടിച്ചു കേറി വാ മോനെ 😎,1,0,Female,England,ml,False,False,False,False,False,True,False,0
Tenho 18 anos e esse foi um dos melhores jogos que vi do timão,2,2,Male,Latin America,pt,False,False,False,False,False,True,False,0
Top interview ❤️,1,0,Female,France,af,False,False,False,False,False,True,False,0
Vivi 😘🐺❤️❤️❤️,1,2,Female,Germany,sl,False,False,False,False,False,True,False,0
Wow❤,2,2,Male,Germany,pl,False,False,False,False,False,True,False,0
Zinedine Zanoti 👏👏👏👏👏,2,2,Female,Latin America,hr,False,False,False,False,False,True,False,0
un coup 12 c finito,2,0,Male,France,ro,False,False,True,False,False,False,True,1
What a banger,1,2,Male,England,id,False,False,False,False,False,True,False,0
