comment,sexism,racism,violence,appearance,ability,non-offensive,is_labeled
Geiler typ wenigstens kannst du gut fußballspielen😊,0,0,0,0,0,0,False
ok,0,0,0,0,0,0,False
Machtdemonstration der Bayern,0,0,0,0,0,0,False
Uudhddjeujeuehjehee😈😈💀☠️😵,0,0,0,0,0,0,False
2,0,0,0,0,0,0,False
Ein solches Ergebnis sieht man im Fußball kaum,0,0,0,0,0,0,False
Saliba,0,0,0,0,0,0,False
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢jugadores,0,0,0,0,0,0,False
PSG könnte echt die CL gewinnen dieses Jahr,0,0,0,0,0,0,False
Holzi so eine Maschine,0,0,0,0,0,0,False
2:48 Was für unabsichtlich :D,0,0,0,0,0,0,False
☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠💀☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠☠,0,0,0,0,0,0,False
"Hätte Alvarez für real gespielt, zählte das Elfmeter zweifellos",0,0,0,0,0,0,False
"""Geht auf Schiri los."" Wie war das so beim Bild-Praktikum? Und mit Eltern, die Geschwister sind?",0,0,0,0,0,0,False
Was ein dummes Neider Video 😂😂😂,0,0,0,0,0,0,False
"‘They’re not a very good team’

- Gary Neville",0,0,0,0,0,0,False
فينسيوس,0,0,0,0,0,0,False
Könnt ihr ein Lied über Egestein machen,0,0,0,0,0,0,False
Rodrigo,0,0,0,0,0,0,False
Dawid mag Pups Witze 😂😊,0,0,0,0,0,0,False
wordl s baddest gk im better😂,0,0,0,0,0,0,False
Hincapie dachte sich auch nur April April ! :D,0,0,0,0,0,0,False
Das war Torschuss lern mal deutsch,0,0,0,0,0,0,False
Macht mal Triff oder Nagelball,0,0,0,0,0,0,False
"schön, der fussball hat gewonnen",0,0,0,0,0,0,False
Mumu 🤣🤣🤣,0,0,0,0,0,0,False
100😂❤,0,0,0,0,0,0,False
Schön nochmal einen Aufbaugegner bekommen. Wir werden bestimmt 2026 Weltmeister 😂😂😂😂😂😂,0,0,0,0,0,0,False
Messi❤❤❤❤,0,0,0,0,0,0,False
Jeder der von fussball Ahnung hat weiss nummer hat nix zu sagen,0,0,0,0,0,0,False
"Svensson war richtig stark! Beweglich, anspielbar, gut im Gegenpressing! 🖤💛",0,0,0,0,0,0,False
Es ist krass wie wenig Ahnung der man hat 😂,0,0,0,0,0,0,False
Ja ich hatte vor 2 Wochen die Kniescheibe draußen,0,0,0,0,0,0,False
Amazing content as always!,0,0,0,0,0,0,False
"Die erste Halbzeit war perfekt, obwohl ich dachte, dass es 5:6:7 stehen würde, änderten sich plötzlich die Dinge, aber es war der beste Wettbewerb, den ich in den letzten Jahren gesehen habe.😊🎉",0,0,0,0,0,0,False
Cr7,0,0,0,0,0,0,False
Ist auch eine Leistung das 3 ZDF Leute einen Namen 3 mal unterschiedlich aussprechen 😂🎉,0,0,0,0,0,0,False
Absolut brutales und leidenschaftliches Spiel. Da wurde mit harten Bandagen und viel Mut gespielt und am Ende dann sogar redlich dafür belohnt. Glückwunsch an die Arminia aus Bielefeld! Ihr habt euch mehr als nur verdient ins Halbfinale gekämpft.,0,0,0,0,0,0,False
Danke für denn täglichen content Brotatos bleibt alle gesund 👍💪,0,0,0,0,0,0,False
"Geisteskrankes Spiel,verdient gewonnen! Holt euch den Pott Bielefeld!!!",0,0,0,0,0,0,False
"Nicht das erste Mal, das Bellingham den Schiri beleidigt. Im letzten Spiel sagte er auch ""F*ck off! F*ck you man!! Von daher eine vertretbare Entscheidung, da rot zu geben",0,0,0,0,0,0,False
سهيل الباهي كاز شريع محمد بزيان,0,0,0,0,0,0,False
wtf,0,0,0,0,0,0,False
mach noch ein video über schlechte fußball produkte,0,0,0,0,0,0,False
Ronaldo ❤❤❤❤,0,0,0,0,0,0,False
Done,0,0,0,0,0,0,False
"Kimmich totaler Ausfall auf der Sechs, deshalb sollte er auch in der Nationalmannschaft nicht auf dieser Position spielen.",0,0,0,0,0,0,False
Das ist ein geiles Video 👍,0,0,0,0,0,0,False
"! KLEINE KRITIK ! An die Eltern des kleinen Leontins 😕😕

Die Entscheidung, ein Kind wie Leontin, das erst 7 Jahre alt ist, nicht ins Internet zu stellen oder für Klicks auszubeuten, ist von größter Bedeutung. Primär geht es um den Schutz seiner Privatsphäre und Unschuld. Kinder in diesem Alter können die Konsequenzen ihrer Online-Präsenz nicht vollständig verstehen. Ihre Identität und Entwicklung sollten in einem geschützten Raum stattfinden, frei von den potenziell negativen Auswirkungen des Online-Lebens.

Die Kommerzialisierung von Leontins Internetpräsenz birgt mehrere Risiken. Zum einen kann sie seine Authentizität beeinträchtigen, da er möglicherweise gezwungen wird, sich für die Kamera zu verstellen, um mehr Klicks zu generieren. Dies könnte seine psychische Gesundheit und sein Selbstwertgefühl beeinflussen, indem er lernt, seine Selbstachtung von der digitalen Anerkennung abhängig zu machen.

Des Weiteren könnte das rumschleudern von Geld aus seiner Internetpräsenz sein zukünftiges Leben beeinträchtigen. Wenn Leontin frühzeitig den Wert seiner Präsenz auf monetäre Gewinne reduziert sieht, könnte dies seine berufliche Orientierung und seine Einstellung zur Arbeit beeinflussen. Statt wichtige Fähigkeiten und Werte zu entwickeln, könnte er lernen, dass materieller Erfolg der einzige Maßstab für Erfüllung ist.

Insgesamt ist es wichtig, dass Eltern und Erziehungsberechtigte die Verantwortung übernehmen, die Privatsphäre und Unschuld ihrer Kinder zu schützen. Indem sie Leontin nicht ins Internet stellen oder für Klicks ausbeuten, schaffen sie die Voraussetzungen für eine gesunde Entwicklung, die nicht von digitaler Anerkennung oder finanziellen Gewinnen abhängig ist.   (nicht böse gemeint)",0,0,0,0,0,0,False
Der muss gesperrt werden für alle Zeit vom fussball,0,0,0,0,0,0,False
Merciiiii PSGGG ❤️❤️💙💙💙,0,0,0,0,0,0,False
Bitte ich habe dich abonniert nummer 11,0,0,0,0,0,0,False
Was für ein Depp! 😂,0,0,0,0,0,0,False
Bellingham der Retter meiner Wettscheine❤,0,0,0,0,0,0,False
❤❤❤❤❤❤❤,0,0,0,0,0,0,False
Wie heißt der Original Song?,0,0,0,0,0,0,False
Es kommt ja nicht nur darauf an wie gut der Spieler an sich ist sondern auch Liga und Verein machen viel bei der Wertung aus,0,0,0,0,0,0,False
Wie kann man Vita Cola nicht kennen? Schon lost 😅 Selbst im Westen ist sie durchaus bekannt denke ich,0,0,0,0,0,0,False
Eberl wusste warum er Doue wollte,0,0,0,0,0,0,False
Wenn der Typ so weiter macht wird er ein Status wie Messi haben ! Krass hätte niemals gedacht das sowas möglich ist,0,0,0,0,0,0,False
Gott sei Dank hat der Schiedsrichter sich getraut Neuer die rote Karte zu zeigen,0,0,0,0,0,0,False
"Die letzten drei Ligaspiele der Bayern:
Bayern - St. Pauli 3:2
Union - Bayern 1:1
Bayern - Bochum 2:3

Spielt so ein eventuell zukünftiger deutscher Meister? Vor allem 6 Gegentore aus drei Spielen gegen drei Abstiegskandidaten, das muss man sich mal auf der Zunge zergehen lassen.. aber bei Bayern läuft ja alles super 🥸",0,0,0,0,0,0,False
"Great tips, thanks for sharing!",0,0,0,0,0,0,False
Starker Kommentator :),0,0,0,0,0,0,False
Ronaldo best,0,0,0,0,0,0,False
Mumu Blacks Sieg Wahrscheinlichkeit liegt bei 99%,0,0,0,0,0,0,False
⚫️⚪️🔵,0,0,0,0,0,0,False
🤖,0,0,0,0,0,0,False
oi... when will you start posting in 4K?,0,0,0,0,0,0,False
❤❤❤❤,0,0,0,0,0,0,False
"Sehr gute Zusammenfassung. Und das ganze Elfmeterschießen gezeigt, TOP!",0,0,0,0,0,0,False
"Es gibt einen gewissen Jackson, der nicht schießen kann. 😭",0,0,0,0,0,0,False
Dortmund,0,0,0,0,0,0,False
"Italiener konnten noch nie fair spielen.Schubsen,zerren,halten,foulen...aber selbst die größten Schauspieler.Der Schlimmste gestern war ""Barella""!Der läuft doch nicht ganz rund!!!Wenn die am Verlieren sind....unmöglich!Sowas gehört mit der Art und Weise in keine EM oder WM!!! 😡👎‼️",0,0,0,0,0,0,False
Was für U12,0,0,0,0,0,0,False
ich heiße Alex 😂😂😂,0,0,0,0,0,0,False
"Was ist das bitte für ne Schwalbe vom Bielefelder Keeper, der Stürmer berührt ihn kaum und schon gar nicht am Kopf!?!?",0,0,0,0,0,0,False
Warum verstehen manche hier nicht die Regeln 😂😂,0,0,0,0,0,0,False
0:56 is klar bei Fußballern. Die haben nie Kontrolle über ihr Fahrzeug,0,0,0,0,0,0,False
Marokko krass auf außen und skills marokko hat brasilien vor 1 monat besiegt 2-1 und in der wm bis zum halbfinale,0,0,0,0,0,0,False
respekt an dich qualle bester schiedsrichter gute besserung dem junge wenn du ihn mal wieder siehst richte ihm die gute besserung aus,0,0,0,0,0,0,False
"Geht nur weiter ins Stadion liebe VfB Fans, Die Fußball Millionäre freuts 😂",0,0,0,0,0,0,False
Der endgültige beweis Bielefeld existiert!,0,0,0,0,0,0,False
Bernandó  szilva,0,0,0,0,0,0,False
Such dir einen Job,0,0,0,0,0,0,False
Real ohne Elfmeter würde im Mittelfeld der Tabelle rumdümpeln.,0,0,0,0,0,0,False
Das ist Müller,0,0,0,0,0,0,False
"Es macht wieder so wahnsinnig viel Freude diese Truppe spielen zu sehen, Julian hat aus verwöhnten Burschen ein eingespieltes Team gemacht. Kleindienst mega, passt so gut rein!",0,0,0,0,0,0,False
Ancelottiye girsin Arda'nın gölü,0,0,0,0,0,0,False
Gnabry heute bester Bosnier,0,0,0,0,0,0,False
"Was ein pico hahahahahaha
Was ein Gala hater 
Icardi hat gegen mich gespielt sagt der lan wer bist du 😂",0,0,0,0,0,0,False
Bewundern Sie den nächsten CL Sieger Barcelona 😄,0,0,0,0,0,0,False
Musiala Tor des Monats,0,0,0,0,0,0,False
"Naja, ein Tor sorgt nicht dafür dass er sonst schon viele tap ins macht. Das war seit dem „Fallrückzieher“ in der nations league sein erstes krasses Tor. Sonst nur Elfer und Rap ins oder ok tore",0,0,0,0,0,0,False
"Gänsehaut! Bitte mehr von solchen Menschen, die wirklich Werte vermitteln können!",0,0,0,0,0,0,False
Könntest du bitte zum sv Urania Platz in Lütgendortmund hinkommen bei der d Jugend bitteeeeee,0,0,0,0,0,0,False
Vini wird immer mehr zur Diva Neymar bei jeder Aktion liegt er auf den Boden und spielt nicht ab,0,0,0,0,0,0,False
"Lob an den Cutter, ich bin Fan von dem Schnittstil! Ist anders als sonst und eine Verbesserung, denn man versteht den Ablauf des Spiels viel besser.",0,0,0,0,0,0,False
Modrić ist einfach immernoch wichtig für die Mannschaft... und das mit fast 40 Wahnsinn😍,0,0,0,0,0,0,False
Spielen die mit dem WM Ball von 2006? 😂,0,0,0,0,0,0,False
Starke Zusammenfassung und Untermalung vom Kommentator! Hat Spaß gemacht anzuschauen,0,0,0,0,0,0,False
Eherling Halland,0,0,0,0,0,0,False
"Wir haben Bayern abgelöst und sind der schlechteste Verein der jemals gegen einen 3. Ligisten verloren hat. Kein Torschuss in Halbzeit 2. also man kann über Alonso sagen was man will. Die Niederlage geht auf ihn und für die Seasion muss er sich verantworten. Sollte er nicht, bin ich an dem Punkt für die Trennung🤬. Bayern hatte allgemein ein beschissenes letztes Jahr und hat auch gegen kleiner Bundesligateams verloren, da war die Niederlage nicht ganz auszuschließen. Was wir aber gemacht haben, von Amateurfußball bis hin zur absoluten Demütigung toppt jede Niederlage die man in den letzten 3 Jahren bekommen hat.",0,0,0,0,0,0,False
SRBIJAAAAA 🇷🇸🇷🇸🇷🇸🇷🇸 rückspiel kriegen wir wieder verstärkung IM Spiel  minimal 2:0 wird Serbien gewinnen,0,0,0,0,0,0,False
Alle Leverkusener können glaube ich zufrieden sein wenn Stuttgart den Pokal diese Saison holt. Letztes Jahr haben wir es ihnen in einem 50/50 Spiel zu Nichte gemacht und dieses Jahr können sie ihn sich holen. Ich würde es euch gönnen.,0,0,0,0,0,0,False
Henry und Ronaldo,0,0,0,0,0,0,False
"Is onana still the problem?😂😂😂😂😂
When will Man U realize Amorin is the problem here?
😂😂😂😂",0,0,0,0,0,0,False
Aba Albanien ist leider raus ich wahr auch mit albanien,0,0,0,0,0,0,False
Messi no Ronaldo yes,0,0,0,0,0,0,False
😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,0,0,0,0,0,0,False
Ronaldo zubastik,0,0,0,0,0,0,False
LOK,0,0,0,0,0,0,False
"Ilvoe you ❤❤❤❤❤
So beautiful girl ilvoe you call ma ap sa shadi kar na chata ho im from karachi 😢😢😢😢😢😢Please mzak nahi ha",0,0,0,0,0,0,False
"Ital. 
 Torwart: sogar mit einem eindeutigen Foul, gibt leider kein Elfmeter für Deutschland: Tätlichkeit am Stürmer, ohne den Ball zu treffen!!!! Regeln sind Regeln!!!!.. am die sich auch die Italiener halten müssen, diese ewigen Ausnahmen machen den Fußball kaputt. Das ist kein schlichtweg Körperverletzung, rote Karte, raus!!!!",0,0,0,0,0,0,False
8:32 verhindert Gnabry das Groß daneben schießt.,0,0,0,0,0,0,False
Olm ich heiß muhi,0,0,0,0,0,0,False
"Das 1:0 für Italien ist wirklich gut raus gespielt, aber die deutsche Defensive spielt in der Situation aber auch äußerst ranzig. Die Wechsel in der Halbzeit waren gut und auch die Reaktion der Mannschaft war ebenfalls gut. Für Gorezka freut es mich wirklich!",0,0,0,0,0,0,False
Wow what a comeback 🎉,0,0,0,0,0,0,False
Wo war Wirtz?,0,0,0,0,0,0,False
Schöner Abend für Neuer,0,0,0,0,0,0,False
"Joa, Kommentator ist auch nicht der hellste 😅",0,0,0,0,0,0,False
in zweite spiel minute tooooorrrrrr für russland.oder hat das stadion komentaror nicht das gesagt???,0,0,0,0,0,0,False
5:30 Harry Kane hat heute zwei Tore und eine Kopfnuss kassiert – beides aus dem Strafraum!,0,0,0,0,0,0,False
Bosnien kann Major Tom jetzt auswendig,0,0,0,0,0,0,False
Bitte 9,0,0,0,0,0,0,False
FC St.Pauli 🤎🤍❤🏴‍☠️💪😎⚽️⚽️,0,0,0,0,0,0,False
Kann mir jemand erklären wieso der Elfer von alvarez nicht zählt?,0,0,0,0,0,0,False
"Und das Geheule um Spielerabwerbung geht wieder los 😂 Kann man es nicht lernen, dass es zum Fußballgeschäft gehört?",0,0,0,0,0,0,False
Րոդրիգո,0,0,0,0,0,0,False
Nieder mit erdowaaaaahn!💪💪💪💪,0,0,0,0,0,0,False
13 bitte,0,0,0,0,0,0,False
wahrer blitzkrieg,0,0,0,0,0,0,False
diese Deutschlandauswahl bedeutet mir überhaupt nichts mehr.,0,0,0,0,0,0,False
Bellinghams Haus in Herdecke ist seit seiner Abkehr vom BVB eine Bauruine. Vielleicht kann er da wieder rein.,0,0,0,0,0,0,False
"Wie man am Ende die Italiener mit ihren eigenen Versagerfußball geschlagen hat hahahahah

Hier und da fallen lassen, reklamieren und Freistöße bekommen. Grüße an Donnarumma.",0,0,0,0,0,0,False
Bin zwar für Deutschland 🇩🇪 aber Spanien 🇪🇸 ist nochmal anderes Level deshalb Spanien 🇪🇸,0,0,0,0,0,0,False
0:48 der 1 FC Woke Verein,0,0,0,0,0,0,False
"das war Arbeitsverweigerung, den Verlust konnte mann schon nach 10 Minuten sehen. Bayern hat zu viele Tiefs, sind keine Spitzenmannschaft.   Und der Trainer??? Keine Erfahrung....",0,0,0,0,0,0,False
This gave me chills… in the best way,0,0,0,0,0,0,False
wäre Salah mal vor 3 Jahren zu Real gegangen,0,0,0,0,0,0,False
Ja bei Real normal selbst von Mbappe das Trikot wurde verbrannt ist das selbe,0,0,0,0,0,0,False
De Gea lacht sich bestimmt kaputt über Man U,0,0,0,0,0,0,False
Ich hab bei so einer Situation das Bein verloren,0,0,0,0,0,0,False
15:36 der Typ im Vordergrund betet einfach😂,0,0,0,0,0,0,False
"Ich freue mich sehr für Sane!! Super Leistung und Top Tore gemacht.
Wenn er wieder in seinen Lauf kommt, ist er einer der Besten aus Europa und ich hoffe sehr, dass er da wieder hin findet.
Nach dem letzten Spiel und seiner Leistung diesmal zum Glück eine Mörder Performance!!!",0,0,0,0,0,0,False
"Drecks Köln,Gott sei Dank sind die raus aus dem DFB-Pokal. Da habt ihr Lappen wieder Zeit, euch auf die zweite Liga und dem bevorstehenden Nichtaufstieg zu konzentrieren.",0,0,0,0,0,0,False
Bro support my page 😅,0,0,0,0,0,0,False
Solche Typen vor den Kadi & lebenslang sperren...,0,0,0,0,0,0,False
und ich bin zu der Zeit in Bielefeld am Essen liefern 😅,0,0,0,0,0,0,False
rodrygo and endrick,0,0,0,0,0,0,False
"Thumbnail zeigt Mbappe in der Dusche, nachdem er die Seife aufgehoben hat.",0,0,0,0,0,0,False
"Junge ich danke diesem Wirtz einfach mein Leben lang für die erste Meisterschaft. ❤❤ Egal wohin er geht, er geht als Legende. Junge der Typ hat mein Lebenstraum einfach erfüllt und ich war live dabei. Ich kann Tod umkippen und bin zufrieden 😂😂",0,0,0,0,0,0,False
MESSI,0,0,0,0,0,0,False
"Guter Sieg, aber viel zu überschwänglich vom Kommentator.
Die Offensive geht so gar nicht mit nach hinten. Kommentator hat mal wieder eine rossarote Brille auf. Freistoß war naja.
Kann gar nicht im Abschluss zeigt wieder wie schlecht man im Abschluss ist und macht glücklich das 6:0.
Nur zeugen kann gar nichts im Abschluss 1 und 2, das sie wieder nichts können im Abschluss und ballern einmal nach Einwechslung daneben und verhindern ein Tor vom eigenen Team.",0,0,0,0,0,0,False
Cooles Video wie immer ❤,0,0,0,0,0,0,False
Mario Götze,0,0,0,0,0,0,False
🤬😡,0,0,0,0,0,0,False
"Das war tatsächlich auch objektiv betrachtet einer der glücklichsten Titel in der Geschichte des DFB Pokals. Frankfurt hat massiv von Fehlentscheidungen profitiert. Alleine im Halbfinale gegen Schalke hätten sie sehr sehr sehr wahrscheinlich nicht gewonnen. Di Santo macht kurz vor Schluss nachweislich einen regulären Treffer, welcher kurz vor dem Übertritt der Linie vom Schiri einfach weg gepfiffen wird. Somit wäre Frankfurt mit einem Mann weniger in die Verlängerung gegangen.",0,0,0,0,0,0,False
Visca barca,0,0,0,0,0,0,False
"Thanks for sharing this, learned a lot.",0,0,0,0,0,0,False
Wenn man so denkt was Lewa mit 36 Jahre mach in top Liga ist unglaublich 🫡,0,0,0,0,0,0,False
Lol,0,0,0,0,0,0,False
an Baumann scheint ein guter Faustballer verloren gegangen zu sein,0,0,0,0,0,0,False
"Hab die Bayern echt so lange gehasst aber allein wegen Musiala gehts einfach nicht mehr. Ich liebe den Typen. Er ist so erfrischend im Vergleich zu vielen anderen Superstars, macht einfach sein Ding.",0,0,0,0,0,0,False
1,0,0,0,0,0,0,False
"Hätte es Oranje so gegönnt, aber dann gibt’s hoffentlich die Rache im Finale gegen Deutschland 🔥",0,0,0,0,0,0,False
Die deutsche Sprache stirbt aus in Deutschland  traurig 😭,0,0,0,0,0,0,False
Das Barca aus dem La liga spiel nix gelernt hat. 😮. In den letzten Minuten treffen Atletico doch gerne ins Tor. Ich dachte Flick stellt die Mannschaft besser ein. Schade eine 4:2 Führung her zu geben. So wird das nix mit CL. 😢,0,0,0,0,0,0,False
Geile 2te halbzeit,0,0,0,0,0,0,False
Hamburg wie eh und je überbewertet und siegessicher.,0,0,0,0,0,0,False
Grüße gehen raus an den Würstelbrüher vom Tegernsee,0,0,0,0,0,0,False
"Grüße gehen raus an Ancelotti, hoffe er vergisst nicht seine Kaugummis zu kauen ..",0,0,0,0,0,0,False
7:45 wie die 34 da zurück jogged .. junge junge den hätte ich direkt ausgewechselt nach der Aktion ...,0,0,0,0,0,0,False
Erster,0,0,0,0,0,0,False
Leiner ? Oder leiMer ? Man man man,0,0,0,0,0,0,False
"Beides absolute dramaqueens 
Der eine der seine emotionen nicht im griff hat und dann rum jammert und der andere der sich verhält als wäre ihm in den kopf geschossen worden. 
Beides peinliches verhalten",0,0,0,0,0,0,False
Kimmich und musiala replay 2018 Arnold - origi beste hahahahaah,0,0,0,0,0,0,False
Momentos inesquecíveis do futebol,0,0,0,0,0,0,False
Hallo,0,0,0,0,0,0,False
Brandt erstmal zum Friseur und Haarband weg,0,0,0,0,0,0,False
Nothing special.,0,0,0,0,0,0,False
Wahnsinn! ❤,0,0,0,0,0,0,False
Guter Mann,0,0,0,0,0,0,False
OH NEIN UNSER EIERKOPF IST VERLETZT😢😢😢,0,0,0,0,0,0,False
3:13 Bye bye iPhone,0,0,0,0,0,0,False
Hast du doch schonmal gezeigt,0,0,0,0,0,0,False
SPANIEN 😊😊🎉,0,0,0,0,0,0,False
Www,0,0,0,0,0,0,False
"😂😂😂 Bosnien Mannschaft war sehr, sehr schwach. Dadurch ist sieben Tore kassiert, die gehören zweiteilige, würde ich sagen",0,0,0,0,0,0,False
Respekt auch noch,0,0,0,0,0,0,False
Ist Düsseldorf in der nähe von NRW weil ich wohne da,0,0,0,0,0,0,False
Was ist denn mit deiner Stimme los? Das krächzen kann man sich ja nicht anhören,0,0,0,0,0,0,False
Livakovic maschine,0,0,0,0,0,0,False
"Jetzt noch schwarze Schuhe, und wir haben es doch !!! Ein Traum in weiß und schwarz. Geiles Spiel sowieso...",0,0,0,0,0,0,False
"Sie verteidigen immernoch vogelwild, machen hahnebüchende Fehler und vergeben Großchancen ohne Ende. Aber wenigstens hat schwarz gelb heute erkennbar gefightet. Das und nur das kann der Weg zum Erfolg sein. Aber das musste halt auch gegen Bochum zeigen, oder gegen Augsburg und erst recht an jedem Spieltag auf dem Platz bringen.",0,0,0,0,0,0,False
Mach doch mal 11 m Schießen und der Verlierer bekommt Arschbolzen vom Brotinator,0,0,0,0,0,0,False
Beier,0,0,0,0,0,0,False
Liam,0,0,0,0,0,0,False
Danke RTL und DFB für den tollen Fussball-Abend 😊,0,0,0,0,0,0,False
"Quote Tor Kroatien 0.5 war 1.45 

Highroller 

Lecker 


Alle die mit Frankreich gegangen sind 
Sorry",0,0,0,0,0,0,False
They lost their way home,0,0,0,0,0,0,False
Ich dachte erst City hat Leibchen an 🥲,0,0,0,0,0,0,False
Vielleicht die Nr. 11 verpflichten?,0,0,0,0,0,0,False
Warum 8 Minuten Nachspielzeit 4 Minuten,0,0,0,0,0,0,False
💀💀💀💀,0,0,0,0,0,0,False
Noch nie so früh gewesen,0,0,0,0,0,0,False
"2:35 ich dschte zuerst ""bisschen spät um dich fallen zu lassen, meinst du nicht?""
Manchmal ist man doch vorschnell mit Urteilen😅",0,0,0,0,0,0,False
Der2 Torwart hat die 3 Punkte eingepackt.Frankfurt sehr Gut auch ohne Marmouch! 🙆‍♂️,0,0,0,0,0,0,False
Puhh entweder ist der Ersteller Dortmund oder Stuttgart Fan 😅,0,0,0,0,0,0,False
Mohamed Salah,0,0,0,0,0,0,False
Mehr Glück als Verstand,0,0,0,0,0,0,False
"Ich glaub, keiner hat drauf geachtet, dass jeder die gleichen Schuhe anhat😂😂",0,0,0,0,0,0,False
Klare rote Karte,0,0,0,0,0,0,False
Wieder ein Song am Freitag ist das ein Muster 🧐,0,0,0,0,0,0,False
"mir hat es in dortmund schon stark missfallen, dass bellingham ständig weinerlich und bockig guckte, wenns nicht lief.",0,0,0,0,0,0,False
Dier macht die Defensive der Bayern ohne Zweifel besser!,0,0,0,0,0,0,False
Saka seit ihr dumm,0,0,0,0,0,0,False
Saliba,0,0,0,0,0,0,False
Ben Türküm,0,0,0,0,0,0,False
MUMU BLACKK KRANKE SCHUSS TECHNIK 💣 (links Fuß sind die gefährlichsten 💪🏼),0,0,0,0,0,0,False
Werner,0,0,0,0,0,0,False
NOMA73,0,0,0,0,0,0,False
Klassischer Holzi mit Kurzer Hose im Dezember 😅😂,0,0,0,0,0,0,False
"Ich freue mich wirklich sehr, dass unsere Mannschaft dadurch innerhalb des Teams weiter gefestigt wird - und das schweißt zusammen, ganz klar. Coole Pässe, tolle Abschlüsse! Aber es ist kein Frankreich, kein England, kein Argentinien...",0,0,0,0,0,0,False
"Komisch, die Stuttgarter hört man nicht über die Nachspielzeit heulen so wie andere ""Vereine""...
Man könnte fast meinen dass das keine Mimosen sind so wie andere Fans",0,0,0,0,0,0,False
GORETZKAAA,0,0,0,0,0,0,False
Der derzeit größte Schwalbenkönig und ekelhafteste Charakter im Weltfußball sollte viel öfters Rot sehen!,0,0,0,0,0,0,False
"Ronaldo is top 1 in scoring goals from penalty and also top 1 in missing penalties.
makes you wonder how many penalties he has taken 😅",0,0,0,0,0,0,False
"Das erste Tor fällt und Vini hat NICHTS anderes, NICHTS im Sinn als Blick zu den Gegner Fans und auslachen :P Und er wundert sich wie unbeliebt er ist...",0,0,0,0,0,0,False
Erstes Tor von der One Piece Connection.,0,0,0,0,0,0,False
Sané macht EIN gutes Spiel! Hammer!,0,0,0,0,0,0,False
Beide Elfer von barca nicht korrekt,0,0,0,0,0,0,False
"Die Torhymne von Bayern ist einfach im höchsten Maße respektlos und den Gegner verhöhnend.
Sie ist eine Schande",0,0,0,0,0,0,False
Messiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii😈😂❤😮😊,0,0,0,0,0,0,False
"Ein Wunder das er es überlebt hat 😂😂😂
👇👇Kein muss",0,0,0,0,0,0,False
"Ich dachte, ich träume, ich konnte es erst gar nicht glauben, SUPER GEILES SPIEL, WIE SCHON LANGE NICHT MEHR, AM ENDE MUSSTE MICH MEINE FRAU KNEIFEN, DAMIT MIR KLAR WURDE, DASS ES KEIN TRAUM WAR.🤣👍👍👍👍👍👍👍",0,0,0,0,0,0,False
Ronaldo,0,0,0,0,0,0,False
Puré cringe,0,0,0,0,0,0,False
Türkei wird immer stärker und stabiler im Kader ist sie noch wär mehr Potenzial für uns. Türken vor allem im Sturm der Gül ein Riese aus Porto Wir haben echt gute Talente auch in der Abwehr. Aycicek oder Oğuz Aydın super 💪💪🇹🇷🇹🇷🇹🇷,0,0,0,0,0,0,False
"Mittlerweile nervt ihr mich Dazn! Das die Kommentatoren nicht vor Ort sind, hat man noch nie so deutlich gehört wie heute und das über die Highlights kein neuer Kommentar drübergesprochen wird kann ich langsam nicht mehr hören...",0,0,0,0,0,0,False
"I wish i could go to sv2 camp 
But its yoo far from where I live",0,0,0,0,0,0,False
Was für eine kack Zusammenfassung. Hälfte ausgelassen,0,0,0,0,0,0,False
"RONALDO
👇",0,0,0,0,0,0,False
"Hincapie wirft ihm gezielt den Ball, mit gut Schmackes, an den Hinterkopf und bekommt gelb?

Das ist ja absolut lächerlich.",0,0,0,0,0,0,False
Geiles Videooo,0,0,0,0,0,0,False
"Es ist echt schade, wie schlecht unsere Jugend Deutsch spricht.",0,0,0,0,0,0,False
Wo sind jetzt die Leverkusener?😂,0,0,0,0,0,0,False
"BvB hat Guerro gehen lassen , obwohl er bleiben wollte 😂",0,0,0,0,0,0,False
"**Klopf,Klopf**.....Wer ist da???...Ich bin's wieder,Bayer Vizekusen....Glückwunsch an alle Arminia Fans🥰",0,0,0,0,0,0,False
2:03 kranke Hütte 🛖,0,0,0,0,0,0,False
Der wird definitiv Fussballer,0,0,0,0,0,0,False
Ich finde das er seinem Hobby weiter nachgehen sollte,0,0,0,0,0,0,False
bruder wie schnell die highlights,0,0,0,0,0,0,False
Der Blick von Klopp beim 1:0 von Stiller. Unbezahlbar ❤,0,0,0,0,0,0,False
Was hat der Kommentar geraucht?😂noch nie so viel dogshit gehört,0,0,0,0,0,0,False
Lamin yamal auf die 1 und vini Jr auf die 2.  Dum🎉,0,0,0,0,0,0,False
die betrügen so offensichtlich,0,0,0,0,0,0,False
Ja,0,0,0,0,0,0,False
Hs,0,0,0,0,0,0,False
Die VAR Durchsage passte heute um das Feeling perfekt zu machen.,0,0,0,0,0,0,False
